METADATA

SEPARATOR COMMA
FIELD_LABELS,Class,Order,Family,Subfamily,Genus,Species,Virus name(s)
NC_070819,Caudoviricetes,,,,Sidiousvirus,Sidiousvirus sidious,Gordonia phage Sidious
NC_070827,Caudoviricetes,,,,Skulduggeryvirus,Skulduggeryvirus skulduggery,Pseudomonas phage Skulduggery
NC_070828,Caudoviricetes,,,,Dubuvirus,Dubuvirus dubu,Streptomyces phage Dubu
NC_070829,Caudoviricetes,,,,Zukovirus,Zukovirus zuko,Streptomyces phage Zuko
NC_070830,Caudoviricetes,,,,Zukovirus,Zukovirus phill,Streptomyces phage KimJongPhill
NC_070831,Caudoviricetes,,,,Richievirus,Richievirus richie,Arthrobacter phage Richie
NC_070832,Caudoviricetes,,,,Richievirus,Richievirus auxilium,Arthrobacter phage Auxilium
NC_070833,Caudoviricetes,,,,Hestiavirus,Hestiavirus hestia,Arthrobacter phage Hestia
NC_070834,Caudoviricetes,,,,Persistencevirus,Persistencevirus persistence,Arthrobacter phage Persistence
NC_070835,Caudoviricetes,,,,Isoldevirus,Isoldevirus isolde,Arthrobacter phage Isolde
NC_070836,Caudoviricetes,,,,Seamegvirus,Seamegvirus seahorse,Arthrobacter phage Seahorse
NC_070837,Caudoviricetes,,,,Fajavirus,Fajavirus faja,Arthrobacter phage Faja
NC_070838,Caudoviricetes,,,,Silentrexvirus,Silentrexvirus silentrx,Arthrobacter phage SilentRX
NC_070839,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Shenzhenivirus,Shenzhenivirus sszbm1,Synechococcus phage S-SZBM1
NC_070840,Caudoviricetes,,Chaseviridae,,Shantouvirus,Shantouvirus ZPAH14,Aeromonas phage ZPAH14
NC_070841,Caudoviricetes,,,Sejongvirinae,Basiliskvirus,Basiliskvirus basilisk,Bacillus phage Basilisk
NC_070842,Caudoviricetes,,,Sejongvirinae,Basiliskvirus,Basiliskvirus bak10,Bacillus phage v_B-Bak10
NC_070843,Caudoviricetes,,,Sejongvirinae,Yihwangvirus,Yihwangvirus PBC4,Bacillus phage PBC4
NC_070844,Caudoviricetes,,,Sejongvirinae,Yihwangvirus,Yihwangvirus pW4,Bacillus phage pW4
NC_070845,Caudoviricetes,,,Sejongvirinae,Yihwangvirus,Yihwangvirus BCPST,Bacillus phage BCPST
NC_070846,Caudoviricetes,,,,Segzyvirus,Segzyvirus LPSTLL,Salmonella phage LPSTLL
NC_070847,Caudoviricetes,,Schitoviridae,,Philippevirus,Philippevirus philippe,Stenotrophomonas phage Philippe
NC_070848,Caudoviricetes,,Schitoviridae,,Varunavirus,Varunavirus BUCT194,Vibrio phage BUCT194
NC_070849,Caudoviricetes,,Schitoviridae,,Petruschkyvirus,Petruschkyvirus QDWS595,Alcaligenes phage vB_Af_QDWS595
NC_070851,Caudoviricetes,,Schitoviridae,Demetervirinae,Cyamitesvirus,Cyamitesvirus N38,Rhizobium phage RHph_N38
NC_070852,Caudoviricetes,,Schitoviridae,Demetervirinae,Cyamitesvirus,Cyamitesvirus I16,Rhizobium phage RHph_I1_6
NC_070853,Caudoviricetes,,Schitoviridae,Demetervirinae,Acanvirus,Acanvirus Y38,Rhizobium phage RHph_Y38
NC_070854,Caudoviricetes,,Schitoviridae,Demetervirinae,Acanvirus,Acanvirus Y26,Rhizobium phage RHph_Y2_6
NC_070855,Caudoviricetes,,Schitoviridae,Demetervirinae,Acanvirus,Acanvirus Rheph22,Rhizobium phage RHEph22
NC_070856,Caudoviricetes,,Schitoviridae,Demetervirinae,Acanvirus,Acanvirus Rheph16,Rhizobium phage RHEph16
NC_070857,Caudoviricetes,,Schitoviridae,,Xoxocotlavirus,Xoxocotlavirus X228B,Rhizobium phage RHph_X2_28B
NC_070858,Caudoviricetes,,Schitoviridae,,Cavevirus,Cavevirus C121,Stenotrophomonas phage C121
NC_070859,Caudoviricetes,,Schitoviridae,Rhodovirinae,Gonggongvirus,Gonggongvirus R7l,Dinoroseobacter phage vB_DshP-R7L
NC_070860,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus possum,Pectobacterium phage Possum
NC_070861,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus Kc283,Kosakonia phage Kc283
NC_070862,Caudoviricetes,,Schitoviridae,Migulavirinae,Litunavirus,Litunavirus Vl1,Pseudomonas phage VB_PaeS_VL1
NC_070863,Caudoviricetes,,Schitoviridae,Migulavirinae,Litunavirus,Litunavirus P121,Pseudomonas phage vB_PaeP_TUMS_P121
NC_070864,Caudoviricetes,,Schitoviridae,Migulavirinae,Litunavirus,Litunavirus Pap02,Pseudomonas phage PAP02
NC_070865,Caudoviricetes,,Schitoviridae,Migulavirinae,Litunavirus,Litunavirus Pae575p3,Pseudomonas phage vB_Pae575P-3
NC_070866,Caudoviricetes,,Schitoviridae,,Littlefixvirus,Littlefixvirus 98Pflur60pp,Pseudomonas phage 98PfluR60PP
NC_070867,Caudoviricetes,,Schitoviridae,,Pokkenvirus,Pokkenvirus paxi,Stenotrophomonas phage Paxi
NC_070869,Caudoviricetes,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,Gamaleyavirus Sp5m,Escherichia phage vB_EcoP_SP5M
NC_070870,Caudoviricetes,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,Gamaleyavirus G17,Escherichia phage phi G17
NC_070872,Caudoviricetes,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,Gamaleyavirus U1g,Escherichia phage U1G
NC_070873,Caudoviricetes,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,Gamaleyavirus St11ph5,Escherichia phage St11Ph5
NC_070874,Caudoviricetes,,Schitoviridae,Enquatrovirinae,Gamaleyavirus,Gamaleyavirus Zq2,Escherichia phage vB_EcoP-ZQ2
NC_070875,Caudoviricetes,,,,Scappvirus,Scappvirus scapp,Serratia phage Scapp
NC_070876,Caudoviricetes,,,,Roslyckyvirus,Roslyckyvirus ph08,Agrobacterium phage Atu_ph08
NC_070877,Caudoviricetes,,,,Quivirus,Quivirus qui,Arthrobacter phage Qui
NC_070878,Caudoviricetes,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,Rosenblumvirus jpl50,Staphylococcus phage JPL-50
NC_070880,Caudoviricetes,,Rountreeviridae,Rakietenvirinae,Andhravirus,Andhravirus sealphi,Staphylococcus phage SeAlphi
NC_070881,Caudoviricetes,,,,Purivirus,Purivirus UFJFPfDIW6,Pseudomonas phage UFJF_PfDIW6
NC_070882,Caudoviricetes,,,,Pawinskivirus,Pawinskivirus PS119XW,Pseudomonas phage vB_PaeM_PS119XW
NC_070883,Caudoviricetes,,Pootjesviridae,Staniewskivirinae,Trinifflemingvirus,Trinifflemingvirus Y68,Rhizobium phage RHph_Y68
NC_070884,Caudoviricetes,,Pootjesviridae,Staniewskivirinae,Trinifflemingvirus,Trinifflemingvirus N34,Rhizobium phage RHph_N34
NC_070885,Caudoviricetes,,Pootjesviridae,Staniewskivirinae,Trinifflemingvirus,Trinifflemingvirus I19,Rhizobium phage RHph_I1_9
NC_070886,Caudoviricetes,,Pootjesviridae,,Innesvirus,Innesvirus P9VFCI,Rhizobium phage P9VFCI
NC_070887,Caudoviricetes,,Pootjesviridae,,Innesvirus,Innesvirus AF3,Rhizobium phage AF3
NC_070888,Caudoviricetes,,Pootjesviridae,,Innesvirus,Innesvirus RL38J1,Rhizobium phage RL38J1
NC_070890,Caudoviricetes,,Pootjesviridae,,Rollinsvirus,Rollinsvirus ph04,Agrobacterium phage Atu_ph04
NC_070891,Caudoviricetes,,,,Ponsvirus,Ponsvirus pons,Gordonia phage Pons
NC_070892,Caudoviricetes,,,,Ponsvirus,Ponsvirus mayweather,Gordonia phage Mayweather
NC_070893,Caudoviricetes,,,,Ponsvirus,Ponsvirus cherryonlim,Gordonia phage CherryonLim
NC_070894,Caudoviricetes,,,,Ponsvirus,Ponsvirus lauer,Gordonia phage Lauer
NC_070895,Caudoviricetes,,,,Ponsvirus,Ponsvirus sheckwes,Gordonia phage SheckWes
NC_070896,Caudoviricetes,,,,Ponsvirus,Ponsvirus bigchungus,Gordonia phage BigChungus
NC_070897,Caudoviricetes,,,,Ponsvirus,Ponsvirus vine,Gordonia phage Vine
NC_070898,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus SW22,Streptococcus phage SW22
NC_070899,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus SW16,Streptococcus phage SW16
NC_070900,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus CHPC926,Streptococcus phage CHPC926
NC_070901,Caudoviricetes,,,,Piorkowskivirus,Piorkowskivirus CHPC577,Streptococcus phage CHPC577
NC_070902,Caudoviricetes,,Peduoviridae,,Peduovirus,Peduovirus 11W,Escherichia phage 11W
NC_070903,Caudoviricetes,,Peduoviridae,,Peduovirus,Peduovirus AC1,Escherichia phage AC1
NC_070907,Caudoviricetes,,Peduoviridae,,Peduovirus,Peduovirus P37,Yersinia phage P37
NC_070908,Caudoviricetes,,Peduoviridae,,Peduovirus,Peduovirus HQ103,Yersinia phage HQ103
NC_070909,Caudoviricetes,,Peduoviridae,,Elveevirus,Elveevirus cartapus,Escherichia phage Cartapus
NC_070910,Caudoviricetes,,Peduoviridae,,Kisquattuordecimvirus,Kisquattuordecimvirus FLC10,Burkholderia phage FLC10
NC_070912,Caudoviricetes,,Peduoviridae,,Tigrvirus,Tigrvirus BP822,Burkholderia phage PhiBP82.2
NC_070913,Caudoviricetes,,Peduoviridae,,Firavirus,Firavirus YenM4218,Yersinia phage vB_YenM_42.18
NC_070914,Caudoviricetes,,Peduoviridae,,Duonihilunusvirus,Duonihilunusvirus YenM20116,Yersinia phage vB_YenM_201.16
NC_070915,Caudoviricetes,,Peduoviridae,,Duonihilunusvirus,Duonihilunusvirus YenM5617,Yersinia phage vB_YenM_56.17
NC_070916,Caudoviricetes,,Peduoviridae,,Duonihilunusvirus,Duonihilunusvirus YenM06162,Yersinia phage vB_YenM_06.16-2
NC_070917,Caudoviricetes,,Peduoviridae,,Tresduoquattuorvirus,Tresduoquattuorvirus YenM324,Yersinia phage vB_YenM_324
NC_070918,Caudoviricetes,,Peduoviridae,,Graikaemvirus,Graikaemvirus YenM324,Yersinia phage vB_YenM_31.17
NC_070919,Caudoviricetes,,Peduoviridae,,Piscesmortuivirus,Piscesmortuivirus LPM4,Aeromonas phage vB_AsaM_LPM4
NC_070920,Caudoviricetes,,Peduoviridae,,Arsenicumvirus,Arsenicumvirus M163,Shewanella phage vB_SspM_M16-3
NC_070921,Caudoviricetes,,,,Pavtokvirus,Pavtokvirus pavtok,Erwinia phage Pavtok
NC_070922,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP65,Streptococcus phage IPP65
NC_070923,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP54,Streptococcus phage IPP54
NC_070924,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP55,Streptococcus phage IPP55
NC_070925,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP14,Streptococcus phage IPP14
NC_070926,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP39,Streptococcus phage IPP39
NC_070927,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus SpGS-1,Streptococcus phage SpGS-1
NC_070928,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP48,Streptococcus phage IPP48
NC_070929,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP52,Streptococcus phage IPP52
NC_070930,Caudoviricetes,,,,Paclarkvirus,Paclarkvirus IPP66,Streptococcus phage IPP66
NC_070931,Caudoviricetes,,,,Abaiavirus,Abaiavirus POA1180,Ochrobactrum phage POA1180
NC_070932,Caudoviricetes,,,,Namazuvirus,Namazuvirus POI1126,Ochrobactrum phage POI1126
NC_070934,Caudoviricetes,,,,Northamptonvirus,Northamptonvirus jeon,Mycobacterium phage Jeon
NC_070935,Caudoviricetes,,,,Northamptonvirus,Northamptonvirus taptic,Mycobacterium phage Taptic
NC_070936,Caudoviricetes,,,,Nimduovirus,Nimduovirus N1M2,Klebsiella phage N1M2
NC_070937,Caudoviricetes,Pantevenvirales,Straboviridae,,Nanhuvirus,Nanhuvirus LPCS28,Cronobacter phage LPCS28
NC_070938,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus arcadia,Arthrobacter phage Arcadia
NC_070939,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus tribby,Arthrobacter phage Tribby
NC_070940,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus cheesy,Arthrobacter phage Cheesy
NC_070941,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus correa,Arthrobacter phage Correa
NC_070942,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus xenomorph,Arthrobacter phage Xenomorph
NC_070943,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus heisenberger,Arthrobacter phage Heisenberger
NC_070944,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus JEGGS,Arthrobacter phage JEGGS
NC_070945,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus kardesai,Arthrobacter phage Kardesai
NC_070946,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus dynamite,Arthrobacter phage Dynamite
NC_070947,Caudoviricetes,,,,Mudcatvirus,Mudcatvirus keaneylin,Arthrobacter phage KeaneyLin
NC_070948,Caudoviricetes,,,,Mollymurvirus,Mollymurvirus mollymur,Gordonia phage Mollymur
NC_070949,Caudoviricetes,,,,Midgardsormrvirus,Midgardsormrvirus midgardsormr38,Erwinia phage Midgardsormr38
NC_070951,Caudoviricetes,,,,Menderavirus,Menderavirus Ps15,Stenotrophomonas maltophilia phage vB_SmaM_Ps15
NC_070952,Caudoviricetes,,,,Meadowvirus,Meadowvirus AH04,Erwinia phage AH04
NC_070953,Caudoviricetes,,,,Mareflavirus,Mareflavirus ZP6,Alteromonas phage ZP6
NC_070955,Caudoviricetes,,,,Bigmanorsvirus,Bigmanorsvirus bgmanors32,Burkholderia phage BgManors32
NC_070956,Caudoviricetes,,,,Ludhianavirus,Ludhianavirus LAh10,Aeromonas phage LAh10
NC_070958,Caudoviricetes,,,,Ludhianavirus,Ludhianavirus D6,Aeromonas phage D6
NC_070959,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Huanghaivirus,Huanghaivirus snothree,Synechococcus phage S-N03
NC_070960,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Yushanluvirus,Yushanluvirus satich,Synechococcus phage S-H9-2
NC_070961,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Scyllavirus,Scyllavirus aitchnine,Synechococcus phage S-H9-1
NC_070962,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Zhoulongquanvirus,Zhoulongquanvirus esscess,Synechococcus phage S-SCSM1
NC_070963,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Serangoonvirus,Serangoonvirus essarone,Synechococcus phage S-SRM01
NC_070964,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Yellowseavirus,Yellowseavirus thirtyeight,Synechococcus phage S-H38
NC_070965,Caudoviricetes,Pantevenvirales,Kyanoviridae,,Makaravirus,Makaravirus thirtyfour,Synechococcus phage S-H34
NC_070966,Caudoviricetes,,Kleczkowskaviridae,,Cuauhnahuacvirus,Cuauhnahuacvirus TM30,Rhizobium phage RHph_TM30
NC_070967,Caudoviricetes,,Kleczkowskaviridae,,Cuauhnahuacvirus,Cuauhnahuacvirus Y65,Rhizobium phage RHph_Y65
NC_070968,Caudoviricetes,,,Arquatrovirinae,Janusvirus,Janusvirus pablito,Streptomyces phage Pablito
NC_070969,Caudoviricetes,,,,Ittyvirus,Ittyvirus itty13,Pseudomonas phage Itty13
NC_070970,Caudoviricetes,,,,Iggyvirus,Iggyvirus iggy,Pseudomonas phage Iggy
NC_070972,Caudoviricetes,,Guelinviridae,,Hzauvirus,Hzauvirus LPCPA6,Clostridium phage LPCPA6
NC_070973,Caudoviricetes,,Grimontviridae,,Crifsvirus,Crifsvirus A24,Cronobacter phage A24
NC_070974,Caudoviricetes,,Grimontviridae,,Moazamivirus,Moazamivirus SE131,Salmonella phage SE131
NC_070975,Caudoviricetes,,Grimontviridae,,Privateervirus,Privateervirus P59,Proteus phage Vb_PmiP-P59
NC_070976,Caudoviricetes,,Grimontviridae,,Privateervirus,Privateervirus 3H1020,Proteus phage 3H10_20
NC_070977,Caudoviricetes,,Grimontviridae,,Libingvirus,Libingvirus BUCT695,Aeromonas phage BUCT695
NC_070978,Caudoviricetes,,Grimontviridae,,Dalianvirus,Dalianvirus R1,Vibrio phage Vp_R1
NC_070979,Caudoviricetes,,,Gordonclarkvirinae,Nieuwekanaalvirus,Nieuwekanaalvirus EP335,Escherichia phage EP335
NC_070980,Caudoviricetes,,,Gordonclarkvirinae,Suseptimavirus,Suseptimavirus SU7,Escherichia phage vB_EcoP_SU7
NC_070981,Caudoviricetes,,,Gordonclarkvirinae,Suseptimavirus,Suseptimavirus EK010,Escherichia phage EK010
NC_070982,Caudoviricetes,,,Gordonclarkvirinae,Suseptimavirus,Suseptimavirus 101114UKE3,Escherichia phage vB_EcoP-101114UKE3
NC_070983,Caudoviricetes,,,Gordonclarkvirinae,Suseptimavirus,Suseptimavirus IME267,Escherichia phage IME267
NC_070984,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus ES17,Escherichia phage ES17
NC_070985,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus O18011,Escherichia phage O18-011
NC_070986,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus EcoN5,Escherichia phage vB_EcoP_EcoN5
NC_070987,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus MN05,Escherichia phage MN05
NC_070988,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus SGF2,Shigella phage SGF2
NC_070989,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus CHD5UKE1,Escherichia phage vB_EcoP-CHD5UKE1
NC_070990,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus MN03,Escherichia phage MN03
NC_070993,Caudoviricetes,,,Gordonclarkvirinae,Kuravirus,Kuravirus IMEP8,Escherichia phage vB_EcoP_IMEP8
NC_070994,Caudoviricetes,,,,Coeurvirus,Coeurvirus coeur,Gordonia phage Coeur
NC_070995,Caudoviricetes,,,,Emperorvirus,Emperorvirus emperor,Gordonia phage Emperor
NC_070996,Caudoviricetes,,,,Emperorvirus,Emperorvirus sallyspecial,Gordonia phage SallySpecial
NC_070997,Caudoviricetes,,,,Ericdabvirus,Ericdabvirus ericdab,Gordonia phage EricDab
NC_070998,Caudoviricetes,,,,Ferozepurvirus,Ferozepurvirus PS1,Aeromonas phage PS1
NC_070999,Caudoviricetes,,,,Ferozepurvirus,Ferozepurvirus pAEv1810,Aeromonas phage pAEv1810
NC_071000,Caudoviricetes,,,,Craquatrovirus,Craquatrovirus PSTCR4,Providencia phage PSTCR4
NC_071001,Caudoviricetes,,,,Craquatrovirus,Craquatrovirus PSTCR7,Providencia phage PSTCR7
NC_071002,Caudoviricetes,,Rountreeviridae,Sarlesvirinae,Copernicusvirus,Copernicusvirus mda1,Enterococcus phage MDA1
NC_071003,Caudoviricetes,,,,Cobrasixvirus,Cobrasixvirus cobrasix,Enterobacter phage vB_EclS_CobraSix
NC_071004,Caudoviricetes,,,,Clawzvirus,Clawzvirus clawz,Gordonia phage Clawz
NC_071005,Caudoviricetes,,,,Chidieberevirus,Chidieberevirus chidiebere,Gordonia phage Chidiebere
NC_071006,Caudoviricetes,,,,Chidieberevirus,Chidieberevirus chisanakitsune,Gordonia phage ChisanaKitsune
NC_071007,Caudoviricetes,,,,Chaoshanvirus,Chaoshanvirus ZPAH34,Aeromonas phage ZPAH34
NC_071008,Caudoviricetes,,,,Certevirus,Certevirus C23,Pantoea phage PdC23
NC_071010,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus RPN213,Salmonella phage vB_SAg-RPN213
NC_071011,Caudoviricetes,,,,Carvajevirus,Carvajevirus carvaje,vB_KpnS-Carvaje
NC_071012,Caudoviricetes,,,,Carnodivirus,Carnodivirus cd2-like,Carnobacterium phage cd2
NC_071013,Caudoviricetes,,,,Carnodivirus,Carnodivirus cd4-like,Carnobacterium phage cd4
NC_071014,Caudoviricetes,,,,Cantarevirus,Cantarevirus cantare,Brevibacterium phage Cantare
NC_071015,Caudoviricetes,,,,Branisovskavirus,Branisovskavirus Kc263,Kosakonia phage Kc263
NC_071016,Caudoviricetes,,,,Bocovirus,Bocovirus X14,Shewanella phage X14
NC_071017,Caudoviricetes,,,Beaumontvirinae,Salvavirus,Salvavirus salva,Stenotrophomonas phage Salva
NC_071018,Caudoviricetes,,,Beaumontvirinae,Siaravirus,Siaravirus siara,Stenotrophomonas phage Siara
NC_071019,Caudoviricetes,,,Beaumontvirinae,Bixiavirus,Bixiavirus BUCT548,Stenotrophomonas phage vB_SmaS_BUCT548
NC_071020,Caudoviricetes,,,Beaumontvirinae,Bixiavirus,Bixiavirus BUCT626,Stenotrophomonas phage BUCT626
NC_071021,Caudoviricetes,,,Beaumontvirinae,Bixiavirus,Bixiavirus BUCT627,Stenotrophomonas phage BUCT627
NC_071022,Caudoviricetes,,,,Baileybluvirus,Baileybluvirus baileyblu,Arthrobacter phage BaileyBlu
NC_071023,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus lizalica,Arthrobacter phage Lizalica
NC_071024,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus phives,Arthrobacter phage Phives
NC_071025,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus amyev,Arthrobacter phage Amyev
NC_071026,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus tbone,Arthrobacter phage Tbone
NC_071027,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus warda,Arthrobacter phage Warda
NC_071028,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus adumb2043,Arthrobacter phage Adumb2043
NC_071029,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus elezi,Arthrobacter phage Elezi
NC_071030,Caudoviricetes,,,Azeevirinae,Yangvirus,Yangvirus kaylissa,Arthrobacter phage Kaylissa
NC_071031,Caudoviricetes,,,Azeevirinae,Manhattanvirus,Manhattanvirus kealii,Arthrobacter phage KeAlii
NC_071032,Caudoviricetes,,,Azeevirinae,Manhattanvirus,Manhattanvirus reedo,Arthrobacter phage Reedo
NC_071033,Caudoviricetes,,,Azeevirinae,Manhattanvirus,Manhattanvirus crewmate,Arthrobacter phage Crewmate
NC_071034,Caudoviricetes,,,Azeevirinae,Manhattanvirus,Manhattanvirus drsierra,Arthrobacter phage DrSierra
NC_071035,Caudoviricetes,,,Azeevirinae,Galvastonvirus,Galvastonvirus tweety19,Arthrobacter phage Tweety19
NC_071036,Caudoviricetes,,,,Axeltriavirus,Axeltriavirus AXL3,Stenotrophomonas phage vB_SmaS-AXL_3
NC_071038,Caudoviricetes,,Demerecviridae,Markadamsvirinae,Epseptimavirus,Epseptimavirus RN29,Salmonella phage vB_STy-RN29
NC_071040,Caudoviricetes,,,Andregratiavirinae,Haetaevirus,Haetaevirus PBC2,Bacillus phage PBC2
NC_071041,Caudoviricetes,,,Andregratiavirinae,Kirovvirus,Kirovvirus kirov,Bacillus phage Kirov
NC_071042,Caudoviricetes,,,Joanripponvirinae,Sophritavirus,Sophritavirus sophrita,Bacillus phage vB_BanS_Sophrita
NC_071043,Caudoviricetes,,,Joanripponvirinae,Sophritavirus,Sophritavirus pW2,Bacillus phage pW2
NC_071044,Caudoviricetes,,,Joanripponvirinae,Natevirus,Natevirus nate,Bacillus phage vB_BanS_Nate
NC_071045,Caudoviricetes,,,Joanripponvirinae,Tsamsavirus,Tsamsavirus izhevsk,Bacillus phage Izhevsk
NC_071046,Caudoviricetes,,,Joanripponvirinae,Tsamsavirus,Tsamsavirus skywalker,Bacillus phage vB_BanS_Skywalker
NC_071047,Caudoviricetes,,,Joanripponvirinae,Tsamsavirus,Tsamsavirus mrdarsey,Bacillus phage vB_BanS_MrDarsey
NC_071048,Caudoviricetes,,,Joanripponvirinae,Tsamsavirus,Tsamsavirus chewbecca,Bacillus phage vB_BanS_Chewbecca
NC_071049,Caudoviricetes,,,,Kenyattavirus,Kenyattavirus kv136,Bacillus phage vB_BcoS-136
NC_071050,Caudoviricetes,,,,Zhangjivirus,Zhangjivirus PJN02,Bacillus phage vB_BsuS_PJN02
NC_071051,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus SW4,Streptococcus phage SW4
NC_071052,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus SW27,Streptococcus phage SW27
NC_071053,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus CHPC1198,Streptococcus phage CHPC1198
NC_071054,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus P0093,Streptococcus phage P0093
NC_071055,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus SW24,Streptococcus phage SW24
NC_071056,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus P0092,Streptococcus phage P0092
NC_071057,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus CHPC1232,Streptococcus phage CHPC1151
NC_071058,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus CHPC1282,Streptococcus phage CHPC1282
NC_071059,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus P0095,Streptococcus phage P0095
NC_071060,Caudoviricetes,,Aliceevansviridae,,Vansinderenvirus,Vansinderenvirus SW19,Streptococcus phage SW19
