LABELS
SEPARATOR COMMA

DATA
NC_021317,NC_021317_Jerseyvirus L13
NC_051636,NC_051636_Cheoctovirus bobaphett
NC_051637,NC_051637_Cheoctovirus bodeinwohner17
NC_051638,NC_051638_Cheoctovirus bubbles123
NC_051639,NC_051639_Cheoctovirus burwell21
NC_026593,NC_026593_Cheoctovirus buzzlyseyear
NC_051641,NC_051641_Cheoctovirus byougenkin
NC_028842,NC_028842_Cheoctovirus captaintrips
NC_051642,NC_051642_Cheoctovirus chuckly
NC_028946,NC_028946_Cheoctovirus dante
NC_051647,NC_051647_Cheoctovirus dilltech15
NC_051648,NC_051648_Cheoctovirus donkeykong
NC_051649,NC_051649_Cheoctovirus doug
NC_051650,NC_051650_Cheoctovirus DRBy19
NC_051651,NC_051651_Cheoctovirus eish
NC_051652,NC_051652_Cheoctovirus eleanorgeorge
NC_051653,NC_051653_Cheoctovirus emma
NC_051654,NC_051654_Cheoctovirus empress
NC_026585,NC_026585_Cheoctovirus estave1
NC_051656,NC_051656_Cheoctovirus fancypants
NC_051657,NC_051657_Cheoctovirus filuzino
NC_051658,NC_051658_Cheoctovirus firehouse51
NC_028889,NC_028889_Cheoctovirus florinda
NC_051661,NC_051661_Cheoctovirus galactic
NC_051662,NC_051662_Cheoctovirus gandalph
NC_055730,NC_055730_Cheoctovirus geralt
NC_051663,NC_051663_Cheoctovirus girr
NC_051664,NC_051664_Cheoctovirus gorge
NC_026595,NC_026595_Cheoctovirus hades
NC_022056,NC_022056_Cheoctovirus hamulus
NC_051665,NC_051665_Cheoctovirus harley
NC_051668,NC_051668_Cheoctovirus hlubikazi
NC_026596,NC_026596_Cheoctovirus inventum
NC_051669,NC_051669_Cheoctovirus joeyjr
NC_051672,NC_051672_Cheoctovirus kersh
NC_028792,NC_028792_Cheoctovirus kimberlium
NC_051675,NC_051675_Cheoctovirus krakatau
NC_051676,NC_051676_Cheoctovirus kristaram
NC_055825,NC_055825_Cheoctovirus lilmoolah
NC_051678,NC_051678_Cheoctovirus lizziana
NC_051679,NC_051679_Cheoctovirus mahavrat
NC_051680,NC_051680_Cheoctovirus mantra
NC_051681,NC_051681_Cheoctovirus mattes
NC_051682,NC_051682_Cheoctovirus melissauren88
NC_051683,NC_051683_Cheoctovirus milleniumforce
NC_051684,NC_051684_Cheoctovirus miniondave
NC_051685,NC_051685_Cheoctovirus minnie
NC_051687,NC_051687_Cheoctovirus moonbeam
NC_051690,NC_051690_Cheoctovirus nitzel
NC_051691,NC_051691_Cheoctovirus nivrat
NC_055787,NC_055787_Cheoctovirus ochi17
NC_051693,NC_051693_Cheoctovirus oldben
NC_051694,NC_051694_Cheoctovirus olympiasaint
NC_028937,NC_028937_Cheoctovirus ovechkin
NC_051695,NC_051695_Cheoctovirus owlsT2W
NC_051696,NC_051696_Cheoctovirus phasih
NC_028844,NC_028844_Cheoctovirus phatniss
NC_055909,NC_055909_Cheoctovirus plumbus
NC_051699,NC_051699_Cheoctovirus poenanya
NC_051700,NC_051700_Cheoctovirus polka14
NC_028961,NC_028961_Cheoctovirus poptart
NC_051702,NC_051702_Cheoctovirus priscilla
NC_051703,NC_051703_Cheoctovirus quickmath
NC_051704,NC_051704_Cheoctovirus ritaG
NC_051705,NC_051705_Cheoctovirus royals2015
NC_023580,NC_023580_Cheoctovirus saal
NC_051706,NC_051706_Cheoctovirus sandalphon
NC_021301,NC_021301_Cheoctovirus sisi
NC_028654,NC_028654_Cheoctovirus sparkdehlily
NC_051710,NC_051710_Cheoctovirus spikelee
NC_051711,NC_051711_Cheoctovirus spoonbill
NC_051713,NC_051713_Cheoctovirus supergrey
NC_051714,NC_051714_Cheoctovirus swagpigglett
NC_051716,NC_051716_Cheoctovirus veteran
NC_051717,NC_051717_Cheoctovirus wachhund
NC_051718,NC_051718_Cheoctovirus whouxphf
NC_051719,NC_051719_Cheoctovirus willsterrel
NC_028910,NC_028910_Cheoctovirus xfactor
NC_051720,NC_051720_Cheoctovirus zerg
NC_013936,NC_013936_Mycobacterium virus Ardmore
NC_011054,NC_011054_Mycobacterium virus Boomer
NC_023728,NC_023728_Mycobacterium virus DeadP
NC_042317,NC_042317_Mycobacterium virus Dlane
NC_041855,NC_041855_Mycobacterium virus Dorothy
NC_042336,NC_042336_Mycobacterium virus DotProduct
NC_023721,NC_023721_Mycobacterium virus Drago
NC_011288,NC_011288_Mycobacterium virus Fruitloop
NC_023746,NC_023746_Mycobacterium virus GUmbie
NC_042319,NC_042319_Mycobacterium virus Ibhubesi
NC_008196,NC_008196_Mycobacterium virus Llij
NC_042323,NC_042323_Mycobacterium virus Mozy
NC_041847,NC_041847_Mycobacterium virus Mutaforma13
NC_011287,NC_011287_Mycobacterium virus Pacc40
NC_008205,NC_008205_Mycobacterium virus PMC
NC_011289,NC_011289_Mycobacterium virus Ramsey
NC_042315,NC_042315_Mycobacterium virus RockyHorror
NC_023699,NC_023699_Mycobacterium virus SG4
NC_041989,NC_041989_Mycobacterium virus Shauna1
NC_041988,NC_041988_Mycobacterium virus Shilan
NC_041986,NC_041986_Mycobacterium virus Spartacus
NC_025433,NC_025433_Mycobacterium virus Taj
NC_009820,NC_009820_Mycobacterium virus Tweety
NC_014901,NC_014901_Mycobacterium virus Wee
NC_048850,NC_048850_Mycobacterium virus Cornie
NC_051721,NC_051721_Moomoovirus moomoo
NC_026588,NC_026588_Mycobacterium virus Squirty
NC_048729,NC_048729_Mycobacterium virus Renaud18
NC_048705,NC_048705_Mycobacterium virus TChen
NC_048788,NC_048788_Mycobacterium virus ThetaBob
NC_006548,NC_006548_Beetrevirus B3
NC_042135,NC_042135_Mechnikovvirus JBD67
NC_027986,NC_027986_Mechnikovvirus JD18
NC_028667,NC_028667_Mechnikovvirus PM105
NC_021775,NC_021775_Cornellvirus SP31
NC_041991,NC_041991_Jerseyvirus AG11
NC_019539,NC_019539_Jerseyvirus Ent1
NC_028698,NC_028698_Jerseyvirus f18SE
NC_021777,NC_021777_Jerseyvirus jersey
NC_026017,NC_026017_Jerseyvirus LSPA1
NC_016763,NC_016763_Jerseyvirus SE2
NC_009232,NC_009232_Jerseyvirus SETP3
NC_022754,NC_022754_Jerseyvirus SETP7
NC_022752,NC_022752_Jerseyvirus SETP13
NC_042065,NC_042065_Jerseyvirus SP101
NC_006940,NC_006940_Jerseyvirus SS3e
NC_041992,NC_041992_Jerseyvirus wksl3
NC_042084,NC_042084_Kagunavirus golestan
NC_027993,NC_027993_Kagunavirus K1G
NC_027994,NC_027994_Kagunavirus K1H
NC_041897,NC_041897_Kagunavirus K1ind1
NC_041898,NC_041898_Kagunavirus K1ind2
NC_048181,NC_048181_Kagunavirus RP180
NC_048698,NC_048698_Carmenvirus carmen17
NC_048725,NC_048725_Carmenvirus Wes44
NC_017976,NC_017976_Pebcunavirus PBC1
NC_002167,NC_002167_Byrnievirus HK97
NC_019709,NC_019709_Cuauhtlivirus mEpX1
NC_019714,NC_019714_Kwaitsingvirus HK446
NC_019767,NC_019767_Kwaitsingvirus HK544
NC_019708,NC_019708_Nochtlivirus mEp235
NC_016160,NC_016160_Saikungvirus HK75
NC_019719,NC_019719_Saikungvirus HK633
NC_002166,NC_002166_Shamshuipovirus HK022
NC_019705,NC_019705_Shamshuipovirus mEpX2
NC_019768,NC_019768_Wanchaivirus HK106
NC_019715,NC_019715_Wanchaivirus mEp234
NC_049926,NC_049926_Wongtaivirus ECP1
NC_019769,NC_019769_Wongtaivirus HK542
NC_019710,NC_019710_Yautsimvirus HK140
NC_031048,NC_031048_Aryavirus arya
NC_027995,NC_027995_Jilinvirus CVM10
NC_041926,NC_041926_Jilinvirus ECOO78
NC_025430,NC_025430_Jilinvirus ep3
NC_020204,NC_020204_Jedunavirus JD001
NC_044940,NC_044940_Peatvirus peat2
NC_041900,NC_041900_Sircambvirus KpV52
NC_042041,NC_042041_Sircambvirus KpV79
NC_023007,NC_023007_Tsamsavirus tsamsa
NC_018278,NC_018278_Kilunavirus KL1
NC_024381,NC_024381_Septimatrevirus Ab26
NC_017864,NC_017864_Septimatrevirus kakheti25
NC_007806,NC_007806_Septimatrevirus sv73
NC_054460,NC_054460_Beograduvirus KPhi1
NC_054461,NC_054461_Beograduvirus Xaf18
NC_007710,NC_007710_Tsukubavirus OP2
NC_054458,NC_054458_Tsukubavirus XPP1
NC_054459,NC_054459_Tsukubavirus XPV1
NC_047987,NC_047987_Mementomorivirus mementomori
NC_048165,NC_048165_Metamorphoovirus fireman
NC_047988,NC_047988_Metamorphoovirus metamorphoo
NC_047989,NC_047989_Metamorphoovirus robsfeet
NC_048020,NC_048020_Quhwahvirus kaihaidragon
NC_047976,NC_047976_Quhwahvirus paschalis
NC_047993,NC_047993_Quhwahvirus quhwah
NC_048146,NC_048146_Getalongvirus asapag
NC_047891,NC_047891_Getalongvirus bentherdunthat
NC_048083,NC_048083_Getalongvirus getalong
NC_048141,NC_048141_Getalongvirus kenna
NC_048039,NC_048039_Horusvirus horus
NC_048040,NC_048040_Phistoryvirus phistory
NC_054986,NC_054986_Limdunavirus LDG
NC_018273,NC_018273_Limdunavirus Lmd1
NC_024390,NC_024390_Limdunavirus LN03
NC_020870,NC_020870_Limdunavirus LN04
NC_024385,NC_024385_Limdunavirus LN12
NC_020880,NC_020880_Limdunavirus P793
NC_054987,NC_054987_Limdunavirus P965
NC_054988,NC_054988_Unaquatrovirus Ln7
NC_027358,NC_027358_Unaquatrovirus Ln9
NC_024386,NC_024386_Unaquatrovirus LN25
NC_024388,NC_024388_Unaquatrovirus LN34
NC_027987,NC_027987_Unaquatrovirus uv1A4
NC_054450,NC_054450_Charlievirus Aggie
NC_054452,NC_054452_Charlievirus Andies
NC_021061,NC_021061_Charlievirus butters
NC_023729,NC_023729_Charlievirus Charlie
NC_054453,NC_054453_Charlievirus Fulbright
NC_054456,NC_054456_Charlievirus Jamie19
NC_054451,NC_054451_Charlievirus Kevin1
NC_023572,NC_023572_Charlievirus michellemybell
NC_031281,NC_031281_Charlievirus panchino
NC_054449,NC_054449_Charlievirus Philonius
NC_031266,NC_031266_Charlievirus phrann
NC_042055,NC_042055_Charlievirus Pipsqueaks
NC_054448,NC_054448_Charlievirus Raymond7
NC_054454,NC_054454_Charlievirus Rebel
NC_023730,NC_023730_Charlievirus redi
NC_041882,NC_041882_Charlievirus skinnypete
NC_054455,NC_054455_Charlievirus Tapioca
NC_031243,NC_031243_Charlievirus Xeno
NC_031226,NC_031226_Baxtervirus baxterfox
NC_031269,NC_031269_Baxtervirus yeezy
NC_031233,NC_031233_Nymphadoravirus kita
NC_031061,NC_031061_Nymphadoravirus nymphadora
NC_031097,NC_031097_Nymphadoravirus zirinka
NC_031082,NC_031082_Felixounavirus Alf5
NC_028825,NC_028825_Felixounavirus AYO145A
NC_031939,NC_031939_Felixounavirus BPS15Q2
NC_042096,NC_042096_Felixounavirus BPS17L1
NC_042097,NC_042097_Felixounavirus BPS17W1
NC_027369,NC_027369_Felixounavirus EC6
NC_005282,NC_005282_Felixounavirus felixO1
NC_028872,NC_028872_Felixounavirus HY02
NC_029023,NC_029023_Felixounavirus JH2
NC_041923,NC_041923_Felixounavirus mushroom
NC_041922,NC_041922_Felixounavirus Si3
NC_027329,NC_027329_Felixounavirus SP116
NC_041979,NC_041979_Felixounavirus TP1
NC_027360,NC_027360_Felixounavirus UAB87
NC_027337,NC_027337_Felixounavirus VpaE1
NC_012749,NC_012749_Felixounavirus wV8
NC_011811,NC_011811_Kolesnikvirus Ea214
NC_041978,NC_041978_Kolesnikvirus M7
NC_027293,NC_027293_Mooglevirus moogle
NC_041977,NC_041977_Mooglevirus mordin
NC_042017,NC_042017_Mooglevirus Sf13
NC_042075,NC_042075_Mooglevirus Sf14
NC_042076,NC_042076_Mooglevirus Sf17
NC_028808,NC_028808_Suspvirus SUSP1
NC_028935,NC_028935_Suspvirus SUSP2
NC_023692,NC_023692_Bignuzvirus bignuz
NC_051736,NC_051736_Fishburnevirus arib1
NC_051729,NC_051729_Fishburnevirus atcoo
NC_051734,NC_051734_Fishburnevirus bartholomew
NC_028747,NC_028747_Fishburnevirus brusacoram
NC_023552,NC_023552_Fishburnevirus donovan
NC_051735,NC_051735_Fishburnevirus firstplacepfu
NC_021302,NC_021302_Fishburnevirus fishburne
NC_051731,NC_051731_Fishburnevirus greaselightnin
NC_041969,NC_041969_Fishburnevirus jebeks
NC_051730,NC_051730_Fishburnevirus jung
NC_053209,NC_053209_Fishburnevirus kilkor
NC_051732,NC_051732_Fishburnevirus ksquared
NC_051737,NC_051737_Fishburnevirus majeke
NC_026605,NC_026605_Fishburnevirus malithi
NC_031261,NC_031261_Fishburnevirus shipwreck
NC_051727,NC_051727_Fishburnevirus willsammy
NC_028796,NC_028796_Phayoncevirus phayonce
NC_051738,NC_051738_Phayoncevirus thulathula
NC_051739,NC_051739_Purkyvirus purky
NC_041888,NC_041888_Mycobacterium virus Tortellini
NC_051740,NC_051740_Xaviavirus xavia
NC_048878,NC_048878_Amoyvirus R7M
NC_070971,NC_070971_Iggyvirus PBPA162
NC_031058,NC_031058_Nipunavirus NP1
NC_041953,NC_041953_Nipunavirus PaMx25
NC_029021,NC_029021_Nonagvirus JenK1
NC_029028,NC_029028_Nonagvirus JenP1
NC_028997,NC_028997_Nonagvirus JenP2
NC_024146,NC_024146_Nonagvirus nv9g
NC_042025,NC_042025_Nonagvirus SE1Kor
NC_028776,NC_028776_Seuratvirus cajan
NC_027378,NC_027378_Seuratvirus seurat
NC_054434,NC_054434_Catfishvirus catfish
NC_054435,NC_054435_Dardanusvirus dardanus
NC_030932,NC_030932_Gesputvirus gsput1
NC_054436,NC_054436_Schmidtvirus schmidt
NC_054437,NC_054437_Tinalinvirus tinalin
NC_054438,NC_054438_Vendettavirus tzgordon
NC_030911,NC_030911_Vendettavirus vendetta
NC_029120,NC_029120_Diegovirus dv7502Stx
NC_025434,NC_025434_Diegovirus POCJ13
NC_049918,NC_049918_Oslovirus ArgO145
NC_049917,NC_049917_Oslovirus Lyz12581Vzw
NC_028660,NC_028660_Oslovirus ov191
NC_028449,NC_028449_Oslovirus PA2
NC_019442,NC_019442_Oslovirus TL2011
NC_028685,NC_028685_Oslovirus VASD
NC_049920,NC_049920_Traversvirus AU5Stx1
NC_049921,NC_049921_Traversvirus AU6Stx1
NC_049924,NC_049924_Traversvirus F451
NC_004914,NC_004914_Traversvirus II
NC_010237,NC_010237_Traversvirus min27
NC_049925,NC_049925_Traversvirus P27
NC_041935,NC_041935_Traversvirus PA28
NC_049919,NC_049919_Traversvirus SH2026Stx1
NC_049922,NC_049922_Traversvirus ST28624
NC_008464,NC_008464_Traversvirus tv86
NC_027984,NC_027984_Traversvirus tv24B
NC_000924,NC_000924_Traversvirus tv933W
NC_049923,NC_049923_Traversvirus WGPS9
NC_048640,NC_048640_Bembunaquatrovirus BMBtp14
NC_048762,NC_048762_Pushchinovirus B83
NC_019918,NC_019918_Pakpunavirus CAb1
NC_042113,NC_042113_Pakpunavirus CAb02
NC_019450,NC_019450_Pakpunavirus JG004
NC_031073,NC_031073_Pakpunavirus MAG1
NC_031110,NC_031110_Pakpunavirus MK
NC_041903,NC_041903_Pakpunavirus PA10
NC_015294,NC_015294_Pakpunavirus PAKP1
NC_022967,NC_022967_Pakpunavirus PAKP2
NC_022986,NC_022986_Pakpunavirus PAKP4
NC_019913,NC_019913_Pakpunavirus PaP1
NC_041904,NC_041904_Pakpunavirus zigelbrucke
NC_052655,NC_052655_Justusliebigvirus alia
NC_052657,NC_052657_Justusliebigvirus muut
NC_052653,NC_052653_Justusliebigvirus PD06
NC_052652,NC_052652_Justusliebigvirus PHB05
NC_023693,NC_023693_Justusliebigvirus phi92
NC_052663,NC_052663_Justusliebigvirus VEcB
NC_047770,NC_047770_Escherichia phage ESCO13
NC_020079,NC_020079_Escherichia virus phAPEC8
NC_048196,NC_048196_Escherichia virus Schickermooser
NC_047994,NC_047994_Klebsiella virus ZCKP1
NC_052656,NC_052656_Phapecoctavirus anhysbys
NC_052662,NC_052662_Phapecoctavirus Mt1B1P17
NC_052658,NC_052658_Phapecoctavirus nepoznato
NC_052659,NC_052659_Phapecoctavirus nieznany
NC_052654,NC_052654_Phapecoctavirus Ro121c4YLVW
NC_052660,NC_052660_Phapecoctavirus tuntematon
NC_052661,NC_052661_Phapecoctavirus ukendt
NC_009812,NC_009812_Jelitavirus B025
NC_024387,NC_024387_Slepowronvirus LP101
NC_049900,NC_049900_Slepowronvirus LPHM00113468
NC_047739,NC_047739_Douglaswolinvirus B2
NC_047897,NC_047897_Lenusvirus lenus
NC_047925,NC_047925_Lenusvirus nyseid
NC_047760,NC_047760_Lenusvirus SAC12
NC_026609,NC_026609_Lidleunavirus Ldl1
NC_048104,NC_048104_Lidleunavirus ViSo2018a
NC_047931,NC_047931_Maenadvirus maenad
NC_047764,NC_047764_Maenadvirus P1
NC_047918,NC_047918_Maenadvirus satyr
NC_025830,NC_025830_Avunavirus Av05
NC_017974,NC_017974_Certrevirus CR3
NC_024354,NC_024354_Certrevirus CR8
NC_023717,NC_023717_Certrevirus CR9
NC_028672,NC_028672_Certrevirus PBES02
NC_020201,NC_020201_Certrevirus phiTE
NC_048828,NC_048828_Henunavirus hena1
NC_048807,NC_048807_Henunavirus SNUABM01
NC_048656,NC_048656_Mydovirus BIS47
NC_028659,NC_028659_Mydovirus KB57
NC_048647,NC_048647_Mydovirus KNP2
NC_048873,NC_048873_Mydovirus KpS8
NC_048741,NC_048741_Mydovirus mydo
NC_048682,NC_048682_Mydovirus Ro1
NC_022968,NC_022968_Seunavirus 4MG
NC_019400,NC_019400_Seunavirus GAP31
NC_016071,NC_016071_Seunavirus PVPSE1
NC_027351,NC_027351_Seunavirus SSE121
NC_041869,NC_041869_Vequintavirus APECc02
NC_024134,NC_024134_Vequintavirus FFH2
NC_019517,NC_019517_Vequintavirus FV3
NC_022323,NC_022323_Vequintavirus JES2013
NC_041871,NC_041871_Vequintavirus murica
NC_028248,NC_028248_Vequintavirus slur16
NC_011041,NC_011041_Vequintavirus V5
NC_041937,NC_041937_Vequintavirus V18
NC_051605,NC_051605_Amginevirus amgine
NC_051606,NC_051606_Amginevirus amohnition
NC_051607,NC_051607_Amginevirus darthP
NC_051608,NC_051608_Amginevirus ekdilam
NC_051609,NC_051609_Amginevirus ellie
NC_051588,NC_051588_Aminayvirus aminay
NC_051610,NC_051610_Anayavirus adephagia
NC_051611,NC_051611_Anayavirus adonis
NC_051612,NC_051612_Anayavirus alishaPH
NC_051613,NC_051613_Anayavirus amelie
NC_042031,NC_042031_Anayavirus anaya
NC_014458,NC_014458_Anayavirus angelica
NC_051614,NC_051614_Anayavirus apocalypse
NC_051615,NC_051615_Anayavirus beezoo
NC_051616,NC_051616_Anayavirus bella96
NC_051617,NC_051617_Anayavirus chris
NC_014459,NC_014459_Anayavirus crimD
NC_051618,NC_051618_Anayavirus curiosium
NC_042332,NC_042332_Anayavirus JAWS
NC_051619,NC_051619_Anayavirus kisi
NC_051620,NC_051620_Anayavirus lasthope
NC_051621,NC_051621_Anayavirus laterM
NC_051622,NC_051622_Anayavirus markphew
NC_051623,NC_051623_Anayavirus marshawn
NC_028978,NC_028978_Anayavirus murucutumbu
NC_051624,NC_051624_Anayavirus nibb
NC_051625,NC_051625_Anayavirus niklas
NC_051626,NC_051626_Anayavirus prithvi
NC_051627,NC_051627_Anayavirus sirphilip
NC_051628,NC_051628_Anayavirus urkel
NC_023498,NC_023498_Anayavirus validus
NC_051629,NC_051629_Anayavirus yuna
NC_051630,NC_051630_Anayavirus yunkel11
NC_051631,NC_051631_Anayavirus zavala
NC_051590,NC_051590_Fionnbharthvirus eponine
NC_027365,NC_027365_Fionnbharthvirus fionnbharth
NC_051589,NC_051589_Fionnbharthvirus henu3
NC_051592,NC_051592_Fionnbharthvirus patt
NC_051591,NC_051591_Fionnbharthvirus taquito
NC_051604,NC_051604_Keshuvirus hurricane
NC_026603,NC_026603_Keshuvirus keshu
NC_042338,NC_042338_Keshuvirus macncheese
NC_042325,NC_042325_Keshuvirus pixie
NC_028846,NC_028846_Keshuvirus shedlockholmes
NC_051593,NC_051593_Kratiovirus collard
NC_031035,NC_031035_Kratiovirus gengar
NC_028947,NC_028947_Kratiovirus kratio
NC_023724,NC_023724_Kratiovirus larva
NC_051594,NC_051594_Kratiovirus leston
NC_028832,NC_028832_Kratiovirus omnicron
NC_051595,NC_051595_Kratiovirus paola
NC_051596,NC_051596_Kratiovirus rando14
NC_051597,NC_051597_Kratiovirus thyatira
NC_003387,NC_003387_Mycobacterium virus TM4
NC_051598,NC_051598_Timquatrovirus findley
NC_028759,NC_028759_Timquatrovirus mufasa
NC_024147,NC_024147_Timquatrovirus zoeJ
NC_051600,NC_051600_Unicornvirus bryler
NC_051601,NC_051601_Unicornvirus krueger
NC_051602,NC_051602_Unicornvirus shandong1
NC_051599,NC_051599_Unicornvirus unicorn
NC_051603,NC_051603_Unicornvirus ximenita
NC_047904,NC_047904_Abbeymikolonvirus abbeymikolon
NC_029029,NC_029029_Abouovirus abouo
NC_022980,NC_022980_Abouovirus davies
NC_054989,NC_054989_Agmunavirus AGM1
NC_019706,NC_019706_Aguilavirus mEp043
NC_019720,NC_019720_Aguilavirus mEp213
NC_054647,NC_054647_Akiravirus akira
NC_007024,NC_007024_Alachuavirus Xp15
NC_027399,NC_027399_Alcyoneusvirus K641
NC_019526,NC_019526_Alcyoneusvirus RaK2
NC_049952,NC_049952_Alegriavirus av2B8
NC_048054,NC_048054_Alexandravirus AD1
NC_047995,NC_047995_Alexandravirus alexandra
NC_041949,NC_041949_Amigovirus amigo
NC_042001,NC_042001_Amigovirus molivia
NC_027990,NC_027990_Anamdongvirus LBR48
NC_041890,NC_041890_Anatolevirus anatole
NC_041892,NC_041892_Anatolevirus B3
NC_048098,NC_048098_Andrewvirus andrew
NC_020478,NC_020478_Andromedavirus andromeda
NC_022773,NC_022773_Andromedavirus blastoid
NC_020479,NC_020479_Andromedavirus curly
NC_020477,NC_020477_Andromedavirus eoghan
NC_020480,NC_020480_Andromedavirus finn
NC_022766,NC_022766_Andromedavirus glittering
NC_022765,NC_022765_Andromedavirus riggi
NC_041858,NC_041858_Andromedavirus taylor
NC_048739,NC_048739_Anjalivirus anjali
NC_048740,NC_048740_Anjalivirus mendel
NC_054790,NC_054790_Anthonyvirus anthony
NC_048106,NC_048106_Aokuangvirus SCBWM1
NC_047972,NC_047972_Appavirus appa
NC_048018,NC_048018_Apricotvirus apricot
NC_048848,NC_048848_Arawnvirus arawn
NC_054392,NC_054392_Archimedesvirus archimedes
NC_048090,NC_048090_Armstrongvirus armstrong
NC_022972,NC_022972_Arvduovirus ArV2
NC_004112,NC_004112_Ashduovirus A2
NC_025447,NC_025447_Asteriusvirus av121Q
NC_027364,NC_027364_Asteriusvirus PBECO4
NC_048862,NC_048862_Astrithrvirus astrithr
NC_041883,NC_041883_Attisvirus attis
NC_047905,NC_047905_Attoomivirus attoomi
NC_049854,NC_049854_Audreyjarvisvirus AM1
NC_049856,NC_049856_Audreyjarvisvirus AM4
NC_015263,NC_015263_Audreyjarvisvirus av949
NC_023574,NC_023574_Audreyjarvisvirus L47
NC_049855,NC_049855_Audreyjarvisvirus LW81
NC_049857,NC_049857_Audreyjarvisvirus P1048
NC_027341,NC_027341_Audreyjarvisvirus WRP3
NC_048153,NC_048153_Austintatiousvirus austintatious
NC_047792,NC_047792_Austintatiousvirus ididsumtinwong
NC_047793,NC_047793_Austintatiousvirus papayasalad
NC_049498,NC_049498_Ayohtrevirus abba
NC_042339,NC_042339_Backyardiganvirus arturo
NC_042308,NC_042308_Backyardiganvirus backyardigan
NC_023562,NC_023562_Backyardiganvirus bellusterra
NC_054799,NC_054799_Backyardiganvirus camperdownii
NC_054795,NC_054795_Backyardiganvirus cerulean
NC_054804,NC_054804_Backyardiganvirus cindaradix
NC_054797,NC_054797_Backyardiganvirus cintron
NC_054800,NC_054800_Backyardiganvirus icleared
NC_054796,NC_054796_Backyardiganvirus leoavram
NC_023745,NC_023745_Backyardiganvirus LHTSCC
NC_054802,NC_054802_Backyardiganvirus miramae
NC_054803,NC_054803_Backyardiganvirus mundrea
NC_054801,NC_054801_Backyardiganvirus noelle
NC_013694,NC_013694_Backyardiganvirus peaches
NC_054794,NC_054794_Backyardiganvirus stasia
NC_054798,NC_054798_Backyardiganvirus wizard007
NC_048859,NC_048859_Badaztecvirus badaargau2
NC_048858,NC_048858_Badaztecvirus badaztec1
NC_022096,NC_022096_Baikalvirus PaBG
NC_054463,NC_054463_Bakolyvirus bakoly
NC_054946,NC_054946_Bakolyvirus simangalove
NC_031074,NC_031074_Bantamvirus bantam
NC_048189,NC_048189_Barbavirus barba18A
NC_048190,NC_048190_Barbavirus barba19A
NC_048191,NC_048191_Barbavirus barba21A
NC_048187,NC_048187_Barbavirus barba5S
NC_048188,NC_048188_Barbavirus barba8S
NC_004689,NC_004689_Barnyardvirus barnyard
NC_048743,NC_048743_Barnyardvirus drlupo
NC_009015,NC_009015_Bcepfunavirus bcepF1
NC_005882,NC_005882_Bcepmuvirus bcepMu
NC_009237,NC_009237_Bcepmuvirus E255
NC_048628,NC_048628_Beceayunavirus BceA1
NC_019515,NC_019515_Becedseptimavirus BCD7
NC_048737,NC_048737_Behunavirus BH1
NC_030906,NC_030906_Bendigovirus GMA6
NC_054778,NC_054778_Benedictvirus archetta
NC_042331,NC_042331_Benedictvirus benedict
NC_054777,NC_054777_Benedictvirus bluefalcon
NC_028897,NC_028897_Benedictvirus chadwick
NC_042333,NC_042333_Benedictvirus cuco
NC_022984,NC_022984_Benedictvirus jovo
NC_022086,NC_022086_Benedictvirus littlecherry
NC_054774,NC_054774_Benedictvirus naca
NC_054775,NC_054775_Benedictvirus scorpia
NC_028912,NC_028912_Benedictvirus swirley
NC_028960,NC_028960_Benedictvirus theia
NC_041984,NC_041984_Benedictvirus tiger
NC_028802,NC_028802_Benedictvirus unionjack
NC_054776,NC_054776_Benedictvirus zolita
NC_024135,NC_024135_Bernalvirus bernal13
NC_051726,NC_051726_Bernalvirus mendokysei
NC_031247,NC_031247_Betterkatzvirus betterkatz
NC_049946,NC_049946_Bievrevirus bv4A7
NC_042106,NC_042106_Bingvirus bing
NC_031253,NC_031253_Bippervirus bipper
NC_042103,NC_042103_Bjornvirus bjorn
NC_048650,NC_048650_Borockvirus brock
NC_030930,NC_030930_Bowservirus bowser
NC_048091,NC_048091_Bridgettevirus bridgette
NC_048092,NC_048092_Bridgettevirus constance
NC_048094,NC_048094_Bridgettevirus eileen
NC_048095,NC_048095_Bridgettevirus judy
NC_048096,NC_048096_Bridgettevirus peas
NC_047909,NC_047909_Brigitvirus brigit
NC_030942,NC_030942_Britbratvirus britbrat
NC_028699,NC_028699_Brunovirus SEN34
NC_026599,NC_026599_Bruynoghevirus Ab22
NC_028933,NC_028933_Bruynoghevirus CHU
NC_010325,NC_010325_Bruynoghevirus LUZ24
NC_022971,NC_022971_Bruynoghevirus PAA2
NC_004466,NC_004466_Bruynoghevirus PaP3
NC_042343,NC_042343_Bruynoghevirus PaP4
NC_023583,NC_023583_Bruynoghevirus TL
NC_054637,NC_054637_Buchananvirus Sa179lw
NC_048801,NC_048801_Burrovirus araxxi
NC_048860,NC_048860_Burrovirus arete
NC_048733,NC_048733_Burrovirus burro
NC_041997,NC_041997_Busanvirus ACP17
NC_054648,NC_054648_Caminolopintovirus STGO351
NC_018085,NC_018085_Camtrevirus BtCS33
NC_023599,NC_023599_Camtrevirus CM3
NC_019502,NC_019502_Camtrevirus S3501
NC_020489,NC_020489_Capnelvirus RcapNL
NC_047962,NC_047962_Carpasinavirus carpasina
NC_048147,NC_048147_Carpasinavirus XcP1
NC_026601,NC_026601_Casadabanvirus Ab30
