METADATA

SEPARATOR COMMA
FIELD_LABELS,Order,Family,Subfamily,Genus
NC_029084,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048692,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_041909,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_028854,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_028788,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_028758,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048693,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048689,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_2
NC_048718,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048690,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048688,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048715,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048716,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_028851,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048717,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048714,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_048691,Chakramvirales,Chakramviridae,Tethysvirinae,Fernvirus_1
NC_028841,Chakramvirales,Chakramviridae,Tethysvirinae,Lilyvirus
NC_048847,Chukonuvirales,Chukonuviridae,Enifvirinae,Myoalterovirus
NC_054647,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Akiravirus
NC_054643,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_2
NC_031924,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Shuimuvirus
NC_031918,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Caminolopintovirus
NC_054645,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054639,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_010495,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Macdonaldcampvirus_2
NC_070846,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054646,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054641,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054640,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Segzyvirus
NC_054648,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Caminolopintovirus
NC_054650,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Deseoctovirus
NC_054642,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054644,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_1
NC_054649,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Skatevirus_2
NC_054638,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Macdonaldcampvirus_1
NC_054651,Drexlervirales_2,Claymoreviridae,Dysnomiavirinae,Deseoctovirus
NC_054636,Drexlervirales_2,Claymoreviridae,Geirrodvirinae,Buchananvirus
NC_054637,Drexlervirales_2,Claymoreviridae,Geirrodvirinae,Buchananvirus
NC_042037,Drexlervirales_2,Claymoreviridae,Krotoavirinae,Roufvirus
NC_054792,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Sagamiharavirus
NC_048669,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Rerduovirus
NC_054762,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Rerduovirus
NC_048708,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Rerduovirus
NC_016653,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Rerduovirus
NC_016650,Verdandivirales_1,Arquebusviridae,Pasiphaevirinae,Rerduovirus
NC_042058,Verdandivirales_1,Arquebusviridae,Qingluanvirinae,Microwolfvirus_2
NC_054814,Verdandivirales_1,Arquebusviridae,Moonvirinae,Pukovnikvirus
NC_001900,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_8
NC_008203,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_2
NC_017973,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_2
NC_001335,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_2
NC_011023,Verdandivirales_1,Arquebusviridae,Moonvirinae,Pukovnikvirus
NC_054790,Verdandivirales_1,Arquebusviridae,Moonvirinae,Anthonyvirus
NC_054785,Verdandivirales_1,Arquebusviridae,Moonvirinae,Refugevirus
NC_054787,Verdandivirales_1,Arquebusviridae,Moonvirinae,Refugevirus
NC_054786,Verdandivirales_1,Arquebusviridae,Moonvirinae,Refugevirus
NC_023716,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_4
NC_042314,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_4
NC_054783,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_4
NC_054784,Verdandivirales_1,Arquebusviridae,Moonvirinae,Pharaohvirus
NC_022965,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_042334,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_042309,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_042318,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_054782,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_042330,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_054780,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_022985,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_054781,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_025444,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_7
NC_054815,Verdandivirales_1,Arquebusviridae,Moonvirinae,Pukovnikvirus
NC_031279,Verdandivirales_1,Arquebusviridae,Moonvirinae,Pukovnikvirus
NC_054808,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_028794,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_028877,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054813,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_023731,Verdandivirales_1,Arquebusviridae,Moonvirinae,Fromanvirus_7
NC_023707,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054810,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054812,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_031263,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054806,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054805,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054811,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054807,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_054779,Verdandivirales_1,Arquebusviridae,Moonvirinae,Gladiatorvirus
NC_054809,Verdandivirales_1,Arquebusviridae,Moonvirinae,Turbidovirus
NC_023607,Verdandivirales_1,Arquebusviridae,Moonvirinae,Eagleeyevirus
NC_023564,Verdandivirales_1,Arquebusviridae,Moonvirinae,Eagleeyevirus
NC_028849,Verdandivirales_1,Arquebusviridae,Moonvirinae,Luchadorvirus
NC_055817,Verdandivirales_1,Arquebusviridae,Moonvirinae,Luchadorvirus
NC_055858,Verdandivirales_1,Arquebusviridae,Moonvirinae,Luchadorvirus
NC_054791,Verdandivirales_1,Arquebusviridae,Moonvirinae,Anthonyvirus
NC_028897,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_028802,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054778,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054777,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054776,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_041984,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_022984,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054774,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054775,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_028960,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_028912,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_042333,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_042312,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_022086,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_042337,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Fromanvirus_6
NC_042335,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Fromanvirus_6
NC_042331,Verdandivirales_1,Arquebusviridae,Mirandavirinae,Benedictvirus
NC_054800,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054801,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_042308,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054799,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054797,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054798,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054794,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054803,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054804,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054796,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054795,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_023745,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_042339,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054802,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_013694,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_023562,Verdandivirales_1,Arquebusviridae,Europavirinae,Backyardiganvirus
NC_054773,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_054772,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_021533,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_2
NC_042036,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_2
NC_054788,Verdandivirales_1,Arquebusviridae,Europavirinae,Timshelvirus_2
NC_021308,Verdandivirales_1,Arquebusviridae,Europavirinae,Timshelvirus_1
NC_024148,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_054789,Verdandivirales_1,Arquebusviridae,Europavirinae,Timshelvirus_1
NC_028914,Verdandivirales_1,Arquebusviridae,Europavirinae,Kimonavirus
NC_054793,Verdandivirales_1,Arquebusviridae,Europavirinae,Kimonavirus
NC_041982,Verdandivirales_1,Arquebusviridae,Europavirinae,Fromanvirus_3
NC_042341,Verdandivirales_1,Arquebusviridae,Europavirinae,Fromanvirus_3
NC_042340,Verdandivirales_1,Arquebusviridae,Europavirinae,Fromanvirus_3
NC_041983,Verdandivirales_1,Arquebusviridae,Europavirinae,Timshelvirus_1
NC_054771,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_042328,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_054759,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_054770,Verdandivirales_1,Arquebusviridae,Europavirinae,Veracruzvirus_1
NC_004682,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_042310,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_054760,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_042311,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_054761,Verdandivirales_1,Arquebusviridae,Europavirinae,Microwolfvirus_1
NC_030698,Verdandivirales_1,Arquebusviridae,Arionvirinae,Soupsvirus
NC_041886,Verdandivirales_1,Arquebusviridae,Arionvirinae,Soupsvirus
NC_042123,Verdandivirales_1,Arquebusviridae,Arionvirinae,Soupsvirus
NC_028662,Verdandivirales_1,Arquebusviridae,Arionvirinae,Phleivirus
NC_030915,Crossbowvirales,Crossbowviridae,Adrasteavirinae,Gamtrevirus
NC_029074,Crossbowvirales,Crossbowviridae,Adrasteavirinae,Gamtrevirus
NC_028668,Crossbowvirales,Crossbowviridae,Adrasteavirinae,Gamtrevirus
NC_031109,Crossbowvirales,Crossbowviridae,Adrasteavirinae,Gamtrevirus
NC_048820,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_041950,Crossbowvirales,Crossbowviridae,Vanthvirinae,Demosthenesvirus
NC_030944,Crossbowvirales,Crossbowviridae,Vanthvirinae,Demosthenesvirus
NC_048768,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_048207,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_048746,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_028966,Crossbowvirales,Crossbowviridae,Vanthvirinae,Getseptimavirus
NC_047892,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_048695,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_028673,Crossbowvirales,Crossbowviridae,Vanthvirinae,Getseptimavirus
NC_028865,Crossbowvirales,Crossbowviridae,Vanthvirinae,Getseptimavirus
NC_030905,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_016166,Crossbowvirales,Crossbowviridae,Vanthvirinae,Getseptimavirus
NC_047921,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_048783,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_048851,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_030924,Crossbowvirales,Crossbowviridae,Vanthvirinae,Montyvirus
NC_049856,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_3
NC_015263,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_1
NC_049857,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_1
NC_049855,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_1
NC_049854,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_1
NC_023574,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_2
NC_027341,Cutlassvirales,Cutlassviridae,Rosalindvirinae,Audreyjarvisvirus_2
NC_061442,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061444,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061445,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061448,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061449,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061447,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_048054,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061440,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_048053,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Salmondvirus
NC_061450,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Rivsvirus
NC_047815,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Rivsvirus
NC_061451,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_047880,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061443,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061446,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_047995,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_061441,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Alexandravirus
NC_048077,Pantevenvirales,Daneaxeviridae,Enceladusvirinae,Salmondvirus
NC_022096,Pantevenvirales,Daneaxeviridae,Khomsavirinae,Baikalvirus
NC_071022,Daovirales,Daoviridae,Alvaldivirinae,Baileybluvirus
NC_047992,Daovirales,Daoviridae,Alvaldivirinae,Baileybluvirus
NC_054965,Derringervirales,Derringerviridae,Laomedeiavirinae,Lastavirus
NC_070921,Derringervirales,Derringerviridae,Laomedeiavirinae,Pavtokvirus
NC_016767,Derringervirales,Derringerviridae,Laomedeiavirinae,Pavtokvirus
NC_048758,Derringervirales,Derringerviridae,Laomedeiavirinae,Parlovirus
NC_054966,Derringervirales,Derringerviridae,Laomedeiavirinae,Lastavirus
NC_070969,Derringervirales,Derringerviridae,Xolotlanvirinae,Ittyvirus
NC_054963,Derringervirales,Derringerviridae,Portiavirinae,Gervaisevirus
NC_054964,Derringervirales,Derringerviridae,Portiavirinae,Gervaisevirus
NC_054957,Derringervirales,Derringerviridae,Portiavirinae,Cimandefvirus
NC_054958,Derringervirales,Derringerviridae,Portiavirinae,Cimandefvirus
NC_054956,Derringervirales,Derringerviridae,Portiavirinae,Cimandefvirus
NC_054960,Derringervirales,Derringerviridae,Portiavirinae,Cimandefvirus
NC_054959,Derringervirales,Derringerviridae,Portiavirinae,Cimandefvirus
NC_054962,Derringervirales,Derringerviridae,Portiavirinae,Gervaisevirus
NC_005262,Derringervirales,Derringerviridae,Ledavirinae,Lessievirus_2
NC_012743,Derringervirales,Derringerviridae,Ledavirinae,Lessievirus_1
NC_019917,Derringervirales,Derringerviridae,Ledavirinae,Lessievirus_1
NC_018452,Derringervirales,Derringerviridae,Ledavirinae,Lessievirus_1
NC_041932,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_1
NC_041931,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_2
NC_049498,Dirkvirales,Dirkviridae,Amaltheavirinae,Ayohtrevirus
NC_049468,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_1
NC_041930,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_2
NC_042014,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_2
NC_041999,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_2
NC_042015,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_1
NC_031252,Dirkvirales,Dirkviridae,Amaltheavirinae,Marthavirus_1
NC_049442,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_2
NC_026606,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_1
NC_049489,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_1
NC_049471,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_1
NC_042053,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_1
NC_042000,Dirkvirales,Dirkviridae,Naiadvirinae,Klausavirus_1
NC_049465,Dirkvirales,Dirkviridae,Antaresvirinae,Vibakivirus
NC_019706,Durandalvirales,Durandalviridae,Iolausvirinae,Aguilavirus
NC_019720,Durandalvirales,Durandalviridae,Iolausvirinae,Aguilavirus
NC_042057,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Lambdavirus_1
NC_019723,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Lambdavirus_1
NC_049950,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Glaedevirus
NC_049952,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Alegriavirus
NC_001416,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Lambdavirus_1
NC_019711,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Lambdavirus_2
NC_049951,Dynamitevirales,Dynamiteviridae,Pandoravirinae,Lambdavirus_1
NC_049948,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_2
NC_049955,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_1
NC_049949,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_1
NC_049946,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Bievrevirus
NC_049947,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_1
NC_049953,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_1
NC_049954,Dynamitevirales,Dynamiteviridae,Thalassavirinae,Jouyvirus_1
NC_001901,Dynamitevirales,Dynamiteviridae,Pirxvirinae,Ravinvirus
NC_055023,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055020,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055025,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055022,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055019,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055024,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055021,Pachyvirales_1,Excaliburviridae,Mnemevirinae,Coventryvirus
NC_055036,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_4
NC_018281,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_3
NC_018284,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_1
NC_031241,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_1
NC_008723,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_1
NC_008722,Pachyvirales_1,Excaliburviridae,Metisvirinae,Rockefellervirus_2
NC_055048,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055049,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055043,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_009762,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_007054,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_022758,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055038,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_011612,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055040,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055045,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_021323,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_004616,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_011344,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_028862,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_3
NC_055041,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_3
NC_055044,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_002661,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_2
NC_055046,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_2
NC_055039,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_2
NC_007052,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_4
NC_055042,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_007053,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_055047,Pachyvirales_1,Pilumviridae,Charonvirinae,Triavirus_1
NC_042102,Falchionvirales,Falchionviridae,Actaeavirinae,Emalynvirus
NC_070896,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_070897,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_070895,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_070892,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_031234,Falchionvirales,Falchionviridae,Actaeavirinae,Emalynvirus
NC_070891,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_015720,Falchionvirales,Falchionviridae,Actaeavirinae,Emalynvirus
NC_070894,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_070893,Falchionvirales,Falchionviridae,Actaeavirinae,Ponsvirus
NC_030941,Falchionvirales,Falchionviridae,Actaeavirinae,Emalynvirus
NC_021063,Falchionvirales,Falchionviridae,Thiazzivirinae,Mapvirus
NC_022054,Falchionvirales,Falchionviridae,Thiazzivirinae,Mapvirus
NC_070928,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_070922,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_070927,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_070924,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_070926,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_022791,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_031915,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
NC_070923,Falconetvirales,Falconetviridae,Hi'iakavirinae,Paclarkvirus_1
