genome_accn,genome_name,genome_length,total_proteins,taxonomy_string
NC_007061,"Staphylococcus phage 29, complete genome",42802,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus pv29
NC_007062,"Staphylococcus phage 52A, complete genome",41690,60,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus pv52a
NC_007063,"Staphylococcus phage 88, complete genome",43231,66,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus pv88
NC_007064,"Staphylococcus phage 92, complete genome",42431,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus pv92
NC_007065,"Staphylococcus phage X2, complete genome",43440,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus X2
NC_007066,"Staphylococcus phage G1, complete genome",138715,214,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Twortvirinae; Kayvirus; Kayvirus G1
NC_007145,"Burkholderia prophage phi52237, complete genome",37639,47,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Tigrvirus; Tigrvirus phi52237
NC_007149,"Vibriophage VP4, complete genome",39503,31,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Chatterjeevirus; Chatterjeevirus VP4
NC_007291,"Enterobacteria phage JK06, complete genome",46072,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Rogunavirinae; Rogunavirus; Rogunavirus Jk06
NC_007501,"Lactobacillus phage Lc-Nu, complete genome",36466,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lacnuvirus; Lacnuvirus LcNu
NC_007603,"Enterobacteria phage RTP, complete genome",46219,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Braunvirinae; Rtpvirus; Rtpvirus Rtp
NC_007610,"Listeria bacteriophage P100, complete genome",131384,174,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Jasinkavirinae; Pecentumvirus; Pecentumvirus P100
NC_007623,"Pseudomonas phage EL, complete genome",211215,201,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Elvirus; Elvirus EL
NC_007636,"Enterobacteria phage K1F, complete genome",39699,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Kayfunavirus; Kayfunavirus K1F
NC_007637,"Enterobacteria phage K1E, complete genome",45251,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Molineuxvirinae; Vectrevirus; Vectrevirus K1E
NC_007709,"Xanthomonas oryzae phage OP1 DNA, complete genome",43785,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Xipdecavirus; Xipdecavirus OP1
NC_007710,"Xanthomonas oryzae phage OP2 DNA, complete genome",46643,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kantovirinae; Tsukubavirus; Tsukubavirus OP2
NC_007734,"Bacillus phage WBeta, complete genome",40867,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Wbetavirus; Wbetavirus wbeta
NC_007804,"Escherichia phage phiV10, complete genome",39104,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Uetakevirus; Uetakevirus phiV10
NC_007806,"Pseudomonas phage 73, complete genome",42999,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; Septimatrevirus sv73
NC_007807,"Pseudomonas phage 119X, complete genome",43365,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; Jamesmcgillvirus jv119X
NC_007808,"Pseudomonas phage PA11, complete genome",49639,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; Paundecimvirus PA11
NC_007809,"Pseudomonas phage M6, complete genome",59446,85,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; Pseudomonas virus M6
NC_007810,"Pseudomonas phage F8, complete genome",66015,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus F8
NC_007917,"Clostridium phage phi CD119, complete genome",53325,79,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lubbockvirus; Lubbockvirus CD119
NC_008152,"Escherichia phage K1-5, complete genome",44385,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Molineuxvirinae; Vectrevirus; Vectrevirus K15
NC_008193,"Pasteurella phage F108, complete genome",30505,44,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Irtavirus; Irtavirus F108
NC_008194,"Mycobacterium phage 244, complete genome",74483,142,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kostyavirus; Kostyavirus kv244
NC_008195,"Mycobacterium phage Cooper, complete genome",70654,99,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Coopervirus; Coopervirus cooper
NC_008196,"Mycobacterium phage Llij, complete genome",56852,100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Mycobacterium virus Llij
NC_008199,"Mycobacterium phage Pipefish, complete genome",69059,102,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Pipefishvirus; Pipefishvirus pipefish
NC_008200,"Mycobacterium phage PLot, complete genome",64787,89,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Dclasvirinae; Plotvirus; Plotvirus plot
NC_008201,"Mannheimia phage PHL101, complete genome",34525,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Baylorvirus; Baylorvirus PHL101
NC_008202,"Mycobacterium phage Halo, complete genome",42289,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gclasvirinae; Liefievirus; Mycobacterium virus Halo
NC_008203,"Mycobacterium phage Che12, complete genome",52047,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fromanvirus; Fromanvirus Che12
NC_008205,"Mycobacterium phage PMC, complete genome",56692,104,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Mycobacterium virus PMC
NC_008206,"Mycobacteriophage Wildcat, complete genome",78296,148,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vilmaviridae; Wildcatvirus; Mycobacterium virus Wildcat
NC_008208,"Aeromonas phage 25, complete genome",161475,242,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tulanevirus; Tulanevirus bteighttwo
NC_008296,"Synechococcus phage syn9, complete genome",177300,226,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Ormenosvirus; Ormenosvirus syn9
NC_008363,"Lactococcus phage P008, complete genome",28538,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus P008
NC_008364,"Lactococcus phage Q54, complete genome",26537,47,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Questintvirus; Questintvirus Q54
NC_008367,"Phormidium phage Pf-WMP4, complete genome",40938,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saffermanviridae; Wumpquatrovirus; Wumpquatrovirus WMP4
NC_008370,"Lactococcus phage 712, complete genome",30510,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv712
NC_008376,"Geobacillus phage GBSV1, complete genome",34683,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Svunavirus; Svunavirus GBSV1
NC_008464,"Stx2-converting phage 86, complete genome",60238,81,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sepvirinae; Traversvirus; Traversvirus tv86
NC_008515,"Escherichia phage RB32, complete genome",165890,270,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus RB32
NC_008562,"Microcystis phage Ma-LMM01 DNA, complete genome",162109,184,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fukuivirus; Fukuivirus LMM01
NC_008583,"Staphylococcus phage phinm1, complete genome",43128,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus NM1
NC_008617,"Staphylococcus phage phiNM3, complete genome",44061,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bronfenbrennervirinae; Biseptimavirus; Biseptimavirus NM3
NC_008689,"Staphylococcus phage phiPVL108, complete genome",44857,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bronfenbrennervirinae; Peeveelvirus; Peeveelvirus PVL108
NC_008694,"Yersinia phage Berlin, complete genome",38564,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Berlinvirus; Berlinvirus berlin
NC_008695,Archaeal BJ1 virus complete genome,42271,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kirjokansivirales; Graaviviridae; Beejeyvirus; Beejeyvirus BJ1
NC_008717,"Pseudomonas phage DMS3, complete genome",36415,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus DMS3
NC_008720,"Enterobacteria phage N4, complete genome",70153,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Enquatrovirinae; Enquatrovirus; Enquatrovirus N4
NC_008722,"Staphylococcus phage CNPH82, complete genome",43420,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rockefellervirus; Rockefellervirus CNPH82
NC_008723,"Staphylococcus phage PH15, complete genome",44041,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rockefellervirus; Rockefellervirus PH15
NC_008798,"Staphylococcus phage phiETA2 DNA, complete genome, strain: TY94",43265,69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus ETA2
NC_008799,"Staphylococcus phage phiETA3 DNA, complete genome, strain: TY32",43282,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus ETA3
NC_009014,"Erwinia amylovora phage Era103, complete genome",45445,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Molineuxvirinae; Eracentumvirus; Eracentumvirus era103
NC_009015,"Burkholderia ambifaria phage BcepF1, complete genome",72415,127,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bcepfunavirus; Bcepfunavirus bcepF1
NC_009016,"Vibrio phage VP882, complete genome",38197,71,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hapunavirus; Hapunavirus VP882
NC_009231,"Clostridioides phage phiC2, complete genome",56538,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Yongloolinvirus; Yongloolinvirus C2
NC_009232,"Salmonella phage SETP3, complete genome",42572,63,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Guernseyvirinae; Jerseyvirus; Jerseyvirus SETP3
NC_009234,"Burkholderia phage phiE202 chromosome, complete genome",35741,48,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Tigrvirus; Tigrvirus E202
NC_009235,"Burkholderia phage phi644-2, complete genome",48674,71,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Stanholtvirus; Stanholtvirus sv6442
NC_009236,"Burkholderia phage phiE12-2, complete genome",36690,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Duodecimduovirus; Duodecimduovirus phiE122
NC_009237,"Burkholderia phage phiE255 chromosome, complete genome",37446,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bcepmuvirus; Bcepmuvirus E255
NC_009382,"Ralstonia phage phiRSA1, complete genome",38760,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Aresaunavirus; Aresaunavirus RSA1
NC_009526,"Staphylococcus phage 80alpha, complete genome",43864,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus dv80alpha
NC_009531,"Cyanophage Syn5, complete genome",46214,61,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Voetvirus; Voetvirus syn5
NC_009540,"Enterobacteria phage TLS, complete genome",49902,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Tlsvirus; Tlsvirus TLS
NC_009541,"Propionibacterium phage PA6, complete genome",29739,48,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pahexavirus; Pahexavirus PA6
NC_009542,"Aeromonas phage phiO18P, complete genome",33985,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Bielevirus; Bielevirus phiO18P
NC_009543,"Xanthomonas phage Xop411, complete genome",44520,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Xipdecavirus; Xipdecavirus Xop411
NC_009551,"Phormidium phage Pf-WMP3, complete genome",43249,41,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saffermanviridae; Wumptrevirus; Wumptrevirus WMP3
NC_009603,"Microbacterium phage Min1, complete genome",46365,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Minunavirus; Minunavirus Min1
NC_009604,"Burkholderia phage BcepNY3, complete genome",47382,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Naesvirus; Naesvirus bcepNY3
NC_009643,"Actinomyces phage Av-1, complete genome",17171,22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Dybvigvirus; Dybvigvirus Av1
NC_009737,"Bacillus phage 1, complete genome",35055,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Svunavirus; Svunavirus sv1
NC_009761,"Staphylococcus phage tp310-1, complete sequence",42232,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bronfenbrennervirinae; Peeveelvirus; Peeveelvirus tp3101
NC_009762,"Staphylococcus phage tp310-2, complete sequence",47785,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus tp3102
NC_009799,Corynebacterium phage BFK20,42972,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sasvirus; Sasvirus BFK20
NC_009803,"Thermus phage P23-45, complete genome",84201,117,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Oshimavirus; Oshimavirus P2345
NC_009804,"Thermus phage P74-26, complete genome",83319,116,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Oshimavirus; Oshimavirus P7426
NC_009811,"Listeria phage A511, complete genome",137619,190,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Jasinkavirinae; Pecentumvirus; Pecentumvirus A511
NC_009812,"Listeria phage B025, complete genome",42653,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Trabyvirinae; Jelitavirus; Jelitavirus B025
NC_009816,"Corynebacterium phage P1201, complete genome",70579,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zierdtviridae; Toshachvirinae; Chunghsingvirus; Corynebacterium virus P1201
NC_009817,"Lactococcus phage KSY1, complete genome",79232,130,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chopinvirus; Chopinvirus KSY1
NC_009818,"Pseudomonas phage MP22, complete genome",36409,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus MP22
NC_009820,"Mycobacterium phage Tweety, complete genome",58692,109,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Mycobacterium virus Tweety
NC_009821,"Enterobacteria phage Phi1, complete genome",164270,276,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Krischvirus; Krischvirus georgiaone
NC_009875,"Staphylococcus phage SAP-2, complete genome",17938,20,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rountreeviridae; Rakietenvirinae; Rosenblumvirus; Rosenblumvirus SAP2
NC_009877,"Mycobacterium phage U2, complete genome",51277,81,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fromanvirus; Fromanvirus U2
NC_009878,"Mycobacterium phage Bethlehem, complete genome",52250,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fromanvirus; Fromanvirus bethlehem
NC_009904,"Enterococcus phage phiEF24C, complete genome",142072,221,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Brockvirinae; Kochikohdavirus; Kochikohdavirus EF24C
NC_009935,"Pseudomonas phage LKD16, complete genome",43200,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus LKD16
NC_009936,"Pseudomonas phage LKA1, complete genome",41593,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Stubburvirus; Stubburvirus LKA1
NC_009993,"Mycobacterium phage Giles, complete genome",53746,78,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gilesvirus; Gilesvirus giles
NC_010105,"Enterobacteria phage JS98, complete genome",170523,266,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Dhakavirus; Dhakavirus JS98
NC_010106,"Enterobacteria phage phiEcoM-GJ1, complete genome",52975,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chaseviridae; Cleopatravirinae; Carltongylesvirus; Carltongylesvirus GJ1
NC_010116,"Pseudomonas phage YuA, complete genome",58663,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus
NC_010147,"Staphylococcus phage phiMR11 DNA, complete genome",43011,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus MR11
NC_010237,"Enterobacteria phage Min27, complete genome",63395,83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sepvirinae; Traversvirus; Traversvirus min27
NC_010324,"Escherichia phage phiEco32, complete genome",77554,128,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gordonclarkvirinae; Kuravirus; Kuravirus phiEco32
NC_010325,"Pseudomonas phage LUZ24, complete genome",45625,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus
NC_010326,"Pseudomonas phage LUZ19, complete genome",43548,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus LUZ19
NC_010342,"Halomonas phage phiHAP-1, complete genome",39245,46,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hapunavirus; Hapunavirus HAP1
NC_010353,"Streptococcus phage 858, complete genome",35543,46,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Aliceevansviridae; Brussowvirus; Brussowvirus bv858
NC_010495,"Salmonella phage E1, complete genome",45051,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Macdonaldcampvirus; Macdonaldcampvirus ViIIE1
