Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,Exemplar GenBank Accession Number,Exemplar virus name,Exemplar isolate designation,Host/Source,Change,source_file,Virus name abbreviation,Proposed Rank,GenBank,submission_year,genome_accn
3114.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Eowynvirus,,Eowynvirus eowyn,E,Klebsiella phage vB_KvM-Eowyn,,,LR881104,NC_070650,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070650
407.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv128,E,Streptococcus phage 128,,,KT717085,NC_070651,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070651
405.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv53,E,Streptococcus phage 53,,,KT717084,NC_070652,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070652
406.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv73,E,Streptococcus phage 73,,,KT717083,NC_070653,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070653
409.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus mv7A5,E,Streptococcus phage 7A5,,,MF580759,NC_070654,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070654
369.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus B0,E,Streptococcus phage B0,,,MF580766,NC_070655,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070655
385.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1005,E,Streptococcus phage CHPC1005,,,MH937483,NC_070656,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070656
386.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1027,E,Streptococcus phage CHPC1027,,,MH937486,NC_070657,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070657
387.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1029,E,Streptococcus phage CHPC1029,,,MH937487,NC_070658,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070658
388.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1033,E,Streptococcus phage CHPC1033,,,MH937488,NC_070659,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070659
389.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1036,E,Streptococcus phage CHPC1036,,,MH937490,NC_070660,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070660
390.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1041,E,Streptococcus phage CHPC1041,,,MH937493,NC_070661,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070661
391.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1045,E,Streptococcus phage CHPC1045,,,MH937495,NC_070662,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070662
392.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1046,E,Streptococcus phage CHPC1046,,,MH937496,NC_070663,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070663
393.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1062,E,Streptococcus phage CHPC1062,,,MH937499,NC_070664,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070664
394.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1067,E,Streptococcus phage CHPC1067,,,MH937500,NC_070665,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070665
395.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1091,E,Streptococcus phage CHPC1091,,,MH937504,NC_070666,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070666
396.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1148,E,Streptococcus phage CHPC1148,,,MH937506,NC_070667,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070667
397.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC1156,E,Streptococcus phage CHPC1156,,,MH937508,NC_070668,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070668
370.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC572,E,Streptococcus phage CHPC572,,,MH937458,NC_070669,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070669
371.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC595,E,Streptococcus phage CHPC595,,,MH937459,NC_070670,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070670
372.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC642,E,Streptococcus phage CHPC642,,,MH937461,NC_070671,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070671
373.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC663,E,Streptococcus phage CHPC663,,,MH937462,NC_070672,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070672
374.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC873,E,Streptococcus phage CHPC873,,,MH937465,NC_070673,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070673
375.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC875,E,Streptococcus phage CHPC875,,,MH937466,NC_070674,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070674
376.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC877,E,Streptococcus phage CHPC877,,,MH937467,NC_070675,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070675
377.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC879,E,Streptococcus phage CHPC879,,,MH937468,NC_070676,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070676
378.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC919,E,Streptococcus phage CHPC919,,,MH937469,NC_070677,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070677
379.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC925,E,Streptococcus phage CHPC925,,,MH937470,NC_070678,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070678
380.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC927,E,Streptococcus phage CHPC927,,,MH937471,NC_070679,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070679
381.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC928,E,Streptococcus phage CHPC928,,,MH937472,NC_070680,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070680
382.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC930,E,Streptococcus phage CHPC930,,,MH937474,NC_070681,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070681
383.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC950,E,Streptococcus phage CHPC950,,,MH937477,NC_070682,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070682
384.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus CHPC979,E,Streptococcus phage CHPC979,,,MH937481,NC_070683,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070683
398.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D1024,E,Streptococcus phage D1024,,,MH000603,NC_070684,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070684
399.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D1811,E,Streptococcus phage D1811,,,MH000604,NC_070685,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070685
400.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus D4276,E,Streptococcus phage D4276,,,MF161328,NC_070686,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070686
402.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus L5A1,E,Streptococcus phage L5A1,,,MF580769,NC_070687,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070687
403.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus M19,E,Streptococcus phage M19,,,MF580770,NC_070688,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070688
404.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus MM25,E,Streptococcus phage MM25,,,MF580771,NC_070689,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070689
410.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P0091,E,Streptococcus phage P0091,,,KY705251,NC_070690,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070690
411.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P3681,E,Streptococcus phage P3681,,,KY705256,NC_070691,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070691
412.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P3684,E,Streptococcus phage P3684,,,KY705257,NC_070692,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070692
413.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P5641,E,Streptococcus phage P5641,,,KY705259,NC_070693,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070693
414.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P5651,E,Streptococcus phage P5651,,,KY705260,NC_070694,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070694
415.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7132,E,Streptococcus phage P7132,,,KY705262,NC_070695,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070695
416.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7133,E,Streptococcus phage P7133,,,KY705263,NC_070696,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070696
417.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7134,E,Streptococcus phage P7134,,,KY705264,NC_070697,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070697
418.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7151,E,Streptococcus phage P7151,,,KY705265,NC_070698,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070698
419.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7152,E,Streptococcus phage P7152,,,KY705266,NC_070699,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070699
420.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7154,E,Streptococcus phage P7154,,,KY705267,NC_070700,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070700
421.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7573,E,Streptococcus phage P7573,,,KY705270,NC_070701,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070701
422.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7574,E,Streptococcus phage P7574,,,KY705271,NC_070702,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070702
423.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7601,E,Streptococcus phage P7601,,,KY705272,NC_070703,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070703
424.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7602,E,Streptococcus phage P7602,,,KY705273,NC_070704,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070704
425.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7631,E,Streptococcus phage P7631,,,KY705274,NC_070705,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070705
426.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7632,E,Streptococcus phage P7632,,,KY705275,NC_070706,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070706
427.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P7633,E,Streptococcus phage P7633,,,KY705276,NC_070707,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070707
428.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9851,E,Streptococcus phage P9851,,,KY705284,NC_070708,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070708
429.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9854,E,Streptococcus phage P9854,,,KY705287,NC_070709,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070709
430.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9901,E,Streptococcus phage P9901,,,KY705288,NC_070710,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070710
431.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9902,E,Streptococcus phage P9902,,,KY705289,NC_070711,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070711
432.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus P9903,E,Streptococcus phage P9903,,,KY705290,NC_070712,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070712
435.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus STP1,E,Streptococcus phage STP1,,,MF580773,NC_070713,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070713
436.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW1,E,Streptococcus phage SW1,,,MH892352,NC_070714,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070714
443.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW11,E,Streptococcus phage SW11,,,MH892360,NC_070715,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070715
444.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW12,E,Streptococcus phage SW12,,,MH892361,NC_070716,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070716
437.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW2,E,Streptococcus phage SW2,,,MH892353,NC_070717,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070717
438.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW3,E,Streptococcus phage SW3,,,MH892354,NC_070718,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070718
439.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW5,E,Streptococcus phage SW5,,,MH973661,NC_070719,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070719
440.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW6,E,Streptococcus phage SW6,,,MH892351,NC_070720,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070720
441.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW7,E,Streptococcus phage SW7,,,MH973662,NC_070721,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070721
442.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SW8,E,Streptococcus phage SW8,,,MH892357,NC_070722,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070722
445.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SWK3,E,Streptococcus phage SWK3,,,MH892379,NC_070723,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070723
446.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus SWK6,E,Streptococcus phage SWK6,,,MH892382,NC_070724,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070724
447.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus VA214,E,Streptococcus phage vB_SthS_VA214,,,MG708274,NC_070725,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070725
448.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Aliceevansviridae,,Moineauvirus,,Moineauvirus VA460,E,Streptococcus phage vB_SthS_VA460,,,MG708275,NC_070726,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070726
4251.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Yanchengvirus,,Yanchengvirus pAEv1818,E,Aeromonas phage pAEv1818,,,OL964755,NC_070759,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070759
4238.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wollypogvirus,,Wollypogvirus wollypog,E,Arthrobacter phage Wollypog,,,MW055913,NC_070760,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070760
3226.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gimaduovirus,,Gimaduovirus GMA2,E,Gordonia phage GMA2,,,KR063281,NC_070761,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070761
3948.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sixamavirus,,Sixamavirus sixama,E,Gordonia phage Sixama,,,MN484601,NC_070762,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070762
3162.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Forzavirus,,Forzavirus forza,E,Gordonia phage Forza,,,MK814760,NC_070763,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070763
3239.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Godonkavirus,,Godonkavirus phendrix,E,Gordonia phage Phendrix,,,MN096369,NC_070764,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070764
3624.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Onyinyevirus,,Onyinyevirus onyinye,E,Mycobacterium phage Onyinye,,,MN813687,NC_070765,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070765
2731.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Adaiavirus,,Adaiavirus adaia,E,Arthrobacter phage Adaia,,,MH834594,NC_070766,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070766
2786.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Atraxavirus,,Atraxavirus atraxa,E,Arthrobacter phage Atraxa,,,MH834597,NC_070767,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070767
3398.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kumottavirus,,Kumottavirus kumotta,E,Arthrobacter phage Kumotta,,,MK977703,NC_070768,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070768
3399.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kumottavirus,,Kumottavirus margaretkali,E,Arthrobacter phage MargaretKali,,,MH450123,NC_070769,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070769
3900.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sargevirus,,Sargevirus sarge,E,Arthrobacter phage Sarge,,,OK040780,NC_070770,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070770
3942.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shoyavirus,,Shoyavirus shoya,E,Arthrobacter phage Shoya,,,MN908684,NC_070771,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070771
3917.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seahorsevirus,,Seahorsevirus seahorse,E,Vibrio phage Seahorse,,,MN512538,NC_070772,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070772
3110.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Enfavirus,,Enfavirus NF,E,Vibrio phage NF,,,MN812722,NC_070773,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070773
4104.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tieomvirus,,Tieomvirus BT1011,E,Vibrio phage vB_VpP_BT-1011,,,MW009675,NC_070774,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070774
4088.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Syrbvirus,,Syrbvirus R1,E,Microbacterium phage vB_MoxS-R1,,,MW073100,NC_070775,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070775
1750.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Pantevenvirales,,Straboviridae,Tevenvirinae,Kanagawavirus,,Kanagawavirus threeohfive,E,Kosakonia phage 305,,,MZ348423,NC_070776,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070776
1747.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Pantevenvirales,,Straboviridae,Tevenvirinae,Kanagawavirus,,Kanagawavirus eclm,E,Enterobacter phage vB_EhoM-IME523,,,MN087708,NC_070777,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070777
1748.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Pantevenvirales,,Straboviridae,Tevenvirinae,Kanagawavirus,,Kanagawavirus mime,E,Enterobacter phage vB_EclM_Q7622,,,OL989991,NC_070778,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070778
